Date,CompanyPostalCode,County,CategoryId,CategoryName,LaborRate,MeanIncome,HousePrice,BCI_County_TimeSeries
6/1/2021,95258,San Joaquin County,137899,blank template,65,117035,117035,7399
6/1/2021,92618,Orange County,141108,flooring,55,145826,145826,7701
6/1/2021,94553,Contra Costa County,139165,site preparation & maintenance,50,128626,128626,7795
6/1/2021,94941,Marin County,139846,roofing,75,246206,246206,8003
6/1/2021,95973,Butte County,140200,acoustic panel ceiling tile,50,100204,100204,7294
6/1/2021,94941,Marin County,140962,doors & casings,75,246206,246206,8003
6/1/2021,94941,Marin County,139172,doors & casings,75,246206,246206,8003
6/1/2021,94010,San Mateo County,139246,interior painting,50,264264,264264,8321
6/1/2021,94941,Marin County,139848,landscape,75,246206,246206,8003
6/1/2021,94941,Marin County,139054,exterior siding,75,246206,246206,8003
6/1/2021,95258,San Joaquin County,139397,blank template,35,117035,117035,7399
6/1/2021,94941,Marin County,140960,roofing,75,246206,246206,8003
6/1/2021,95973,Butte County,140206,hvac,50,100204,100204,7294
6/1/2021,92618,Orange County,141107,interior painting,55,145826,145826,7701
6/1/2021,95747,Placer County,138732,design & permit service,75,130719,130719,7532
6/1/2021,95747,Placer County,138470,exterior siding,75,130719,130719,7532
6/1/2021,95337,San Joaquin County,140421,plumbing work,90,103772,103772,7399
6/1/2021,92117,San Diego County,137986,deck | patio,35,109276,109276,7537
6/1/2021,94941,Marin County,139200,doors & casings,75,246206,246206,8003
6/1/2021,95973,Butte County,140203,doors & casings,52,100204,100204,7294
6/1/2020,92806,Orange County,104203,flooring,47,98413,98413,6993
6/1/2020,95471,Sonoma County,104741,doors & casings,99,75678,75678,6801
6/1/2020,92117,San Diego County,104060,deck | patio,35,109276,109276,6844
6/1/2020,95603,Placer County,103854,plumbing work,60,98616,98616,6840
6/1/2020,90230,Los Angeles County,104374,interior painting,85,121365,121365,6747
6/1/2020,95471,Sonoma County,104164,new home or addition,99,75678,75678,6801
6/1/2020,91765,Los Angeles County,103326,interior painting,35,124435,124435,6747
6/1/2020,94505,Contra Costa County,104367,flooring,90,151675,151675,7079
6/1/2020,91765,Los Angeles County,105040,interior painting,35,124435,124435,6747
6/1/2020,90249,Los Angeles County,103992,laundry room,65,82585,82585,6747
6/1/2020,94505,Contra Costa County,104368,interior painting,100,151675,151675,7079
6/1/2020,94703,Alameda County,104761,paving work,60,127085,127085,7054
6/1/2020,94703,Alameda County,104689,drywall work,75,127085,127085,7054
6/1/2020,90230,Los Angeles County,104376,insulation,85,121365,121365,6747
6/1/2020,95337,San Joaquin County,103464,design & permit service,35,103772,103772,6719
6/1/2020,94553,Contra Costa County,104274,new home or addition,50,128626,128626,7079
6/1/2020,90220,Los Angeles County,103947,window,40,71566,71566,6747
6/1/2020,91765,Los Angeles County,105038,flooring,35,124435,124435,6747
6/1/2020,91765,Los Angeles County,103324,flooring,35,124435,124435,6747
6/1/2020,92563,Riverside County,104062,electrical work,50,121519,121519,6688
6/1/2020,90220,Los Angeles County,103949,flooring,40,71566,71566,6747
6/1/2020,90220,Los Angeles County,104897,exterior painting,40,71566,71566,6747
6/1/2020,92806,Orange County,104206,interior and exterior lights,47,98413,98413,6993
6/1/2020,95471,Sonoma County,104744,site preparation & maintenance,99,75678,75678,6801
6/1/2020,95337,San Joaquin County,103466,paving work,35,103772,103772,6719
6/1/2020,90220,Los Angeles County,104802,electrical work,40,71566,71566,6747
6/1/2020,95337,San Joaquin County,103465,site preparation & maintenance,35,103772,103772,6719
6/1/2020,95337,San Joaquin County,105089,flooring,35,103772,103772,6719
6/1/2020,90249,Los Angeles County,103991,powder room,65,82585,82585,6747
6/1/2020,95120,Santa Clara County,105000,powder room,85,243160,243160,7265
6/1/2020,90220,Los Angeles County,104895,design & permit service,40,71566,71566,6747
6/1/2020,92081,San Diego County,104276,electrical work,75,99684,99684,6844
6/1/2020,95361,Stanislaus County,104677,plumbing work,120,100728,100728,6621
6/1/2020,92563,Riverside County,104021,interior painting,50,121519,121519,6688
6/1/2020,92563,Riverside County,104019,flooring,50,121519,121519,6688
6/1/2020,95471,Sonoma County,104743,electrical work,99,75678,75678,6801
6/1/2020,92806,Orange County,104205,interior painting,47,98413,98413,6993
6/1/2020,95471,Sonoma County,104746,hvac,99,75678,75678,6801
6/1/2020,90230,Los Angeles County,104375,flooring,85,121365,121365,6747
6/1/2020,91765,Los Angeles County,104450,flooring,35,124435,124435,6747
6/1/2020,95603,Placer County,103855,window,60,98616,98616,6840
6/1/2020,94123,San Francisco County,103753,deck | patio,50,253801,253801,8048
6/1/2020,95471,Sonoma County,104742,interior painting,99,75678,75678,6801
6/1/2020,90220,Los Angeles County,103945,roofing,40,71566,71566,6747
6/1/2020,90606,Los Angeles County,105261,flooring,35,87908,87908,6747
6/1/2020,95136,Santa Clara County,104651,fireplace,50,144240,144240,7265
6/1/2020,95337,San Joaquin County,103467,foundation & retaining wall,35,103772,103772,6719
6/1/2020,91765,Los Angeles County,105037,fireplace,35,124435,124435,6747
6/1/2020,94706,Alameda County,103397,roofing,65,138386,138386,7054
6/1/2020,91765,Los Angeles County,104089,hvac,35,124435,124435,6747
6/1/2020,94123,San Francisco County,103772,deck | patio,50,253801,253801,8048
6/1/2020,95337,San Joaquin County,103989,site preparation & maintenance,35,103772,103772,6719
6/1/2020,91765,Los Angeles County,104449,electrical work,35,124435,124435,6747
6/1/2020,90220,Los Angeles County,103943,interior & exterior painting,40,71566,71566,6747
6/1/2020,95337,San Joaquin County,105091,interior & exterior painting,35,103772,103772,6719
6/1/2020,95337,San Joaquin County,105087,design & permit service,35,103772,103772,6719
6/1/2020,90606,Los Angeles County,105258,interior painting,35,87908,87908,6747
6/1/2020,91765,Los Angeles County,104090,window,35,124435,124435,6747
6/1/2020,92563,Riverside County,104020,hvac,50,121519,121519,6688
6/1/2020,92117,San Diego County,103869,deck | patio,32,109276,109276,6844
6/1/2020,95337,San Joaquin County,104159,roofing,35,103772,103772,6719
6/1/2020,94706,Alameda County,103396,exterior painting,65,138386,138386,7054
6/1/2020,95337,San Joaquin County,103480,roofing,35,103772,103772,6719
6/1/2020,95337,San Joaquin County,104728,foundation & retaining wall,35,103772,103772,6719
6/1/2020,94010,San Mateo County,103678,blank template,50,264264,264264,7556
6/1/2020,90230,Los Angeles County,104373,drywall work,85,121365,121365,6747
6/1/2020,94941,Marin County,104983,site preparation & maintenance,75,246206,246206,7268
6/1/2020,95603,Placer County,103853,electrical work,60,98616,98616,6840
6/1/2020,95337,San Joaquin County,104160,roofing,35,103772,103772,6719
6/1/2020,95337,San Joaquin County,103481,roofing,35,103772,103772,6719
6/1/2020,91765,Los Angeles County,104580,interior painting,35,124435,124435,6747
6/1/2020,91765,Los Angeles County,104097,plumbing work,35,124435,124435,6747
6/1/2020,95361,Stanislaus County,104676,exterior siding,95,100728,100728,6621
6/1/2020,95136,Santa Clara County,104649,deck | patio,50,144240,144240,7265
6/1/2020,95337,San Joaquin County,104727,site preparation & maintenance,35,103772,103772,6719
6/1/2020,95603,Placer County,103857,doors & casings,60,98616,98616,6840
6/1/2019,95258,San Joaquin County,81978,fence and gate,35,117035,117035,6583
6/1/2019,91765,Los Angeles County,82435,doors & casings,35,124435,124435,6611
6/1/2019,90606,Los Angeles County,83133,drywall work,35,87908,87908,6611
6/1/2019,95973,Butte County,82992,drywall work,50,100204,100204,6490
6/1/2019,95337,San Joaquin County,81497,paving work,35,103772,103772,6583
6/1/2019,90606,Los Angeles County,82943,drywall work,35,87908,87908,6611
6/1/2019,95603,Placer County,82439,deck | patio,60,98616,98616,6701
6/1/2019,91765,Los Angeles County,81498,electrical work,35,124435,124435,6611
6/1/2019,92563,Riverside County,82804,drywall work,50,121519,121519,6552
6/1/2019,91765,Los Angeles County,81484,flooring,35,124435,124435,6611
6/1/2019,95337,San Joaquin County,81473,site preparation & maintenance,35,103772,103772,6583
6/1/2019,92806,Orange County,82600,electrical work,47,98413,98413,6851
6/1/2019,95337,San Joaquin County,81492,electrical work,35,103772,103772,6583
6/1/2019,95258,San Joaquin County,82071,electrical work,35,117035,117035,6583
6/1/2019,94703,Alameda County,82080,interior and exterior lights,60,127085,127085,6912
6/1/2019,94703,Alameda County,82081,window,60,127085,127085,6912
6/1/2019,95258,San Joaquin County,82026,paving work,35,117035,117035,6583
6/1/2019,94590,Solano County,82922,laundry room,35,71632,71632,6658
6/1/2019,92653,Orange County,82296,electrical work,125,155769,155769,6851
6/1/2019,94590,Solano County,82923,plumbing work,35,71632,71632,6658
6/1/2019,95337,San Joaquin County,82789,interior painting,35,103772,103772,6583
6/1/2019,94590,Solano County,82927,window,35,71632,71632,6658
6/1/2019,92563,Riverside County,82805,flooring,50,121519,121519,6552
6/1/2019,95973,Butte County,81744,electrical work,50,100204,100204,6490
6/1/2019,94590,Solano County,82765,water heater,50,71632,71632,6658
6/1/2019,95337,San Joaquin County,81734,blank template,35,103772,103772,6583
6/1/2019,92394,San Bernardino County,81699,interior painting,58,94001,94001,6463
6/1/2019,95337,San Joaquin County,81491,drywall work,35,103772,103772,6583
6/1/2019,91765,Los Angeles County,81487,doors & casings,35,124435,124435,6611
6/1/2019,92563,Riverside County,82808,doors & casings,50,121519,121519,6552
6/1/2019,94590,Solano County,82924,exterior siding,39,71632,71632,6658
6/1/2019,91765,Los Angeles County,81486,laundry room,35,124435,124435,6611
6/1/2019,90606,Los Angeles County,81521,flooring,35,87908,87908,6611
6/1/2019,91765,Los Angeles County,82431,flooring,35,124435,124435,6611
6/1/2019,95337,San Joaquin County,81493,doors & casings,35,103772,103772,6583
6/1/2019,95471,Sonoma County,81460,exterior painting,99,75678,75678,6663
6/1/2019,92653,Orange County,82297,plumbing work,110,155769,155769,6851
6/1/2019,94010,San Mateo County,82289,flooring,50,264264,264264,7403
6/1/2019,95337,San Joaquin County,81475,foundation & retaining wall,35,103772,103772,6583
6/1/2019,92563,Riverside County,82809,interior & exterior painting,50,121519,121519,6552
6/1/2019,91765,Los Angeles County,82430,electrical work,35,124435,124435,6611
6/1/2019,95258,San Joaquin County,81825,fence and gate,35,117035,117035,6583
6/1/2019,94703,Alameda County,82077,site preparation & maintenance,60,127085,127085,6912
6/1/2019,95337,San Joaquin County,81494,window,35,103772,103772,6583
6/1/2019,94703,Alameda County,81773,laundry room,80,127085,127085,6912
6/1/2019,90606,Los Angeles County,81750,drywall work,35,87908,87908,6611
6/1/2019,90606,Los Angeles County,81519,interior painting,35,87908,87908,6611
6/1/2019,92653,Orange County,82295,paving work,75,155769,155769,6851
6/1/2019,94010,San Mateo County,82437,flooring,50,264264,264264,7403
6/1/2019,95258,San Joaquin County,81984,fence and gate,35,117035,117035,6583
6/1/2019,94590,Solano County,82739,doors & casings,50,71632,71632,6658
6/1/2019,95337,San Joaquin County,82787,flooring,35,103772,103772,6583
6/1/2019,95337,San Joaquin County,81495,interior painting,35,103772,103772,6583
6/1/2019,94590,Solano County,82925,exterior stairs,35,71632,71632,6658
6/1/2019,94590,Solano County,82758,doors & casings,47,71632,71632,6658
6/1/2019,92563,Riverside County,82800,exterior painting,50,121519,121519,6552
6/1/2019,95603,Placer County,82441,window,60,98616,98616,6701
6/1/2019,94703,Alameda County,83248,doors & casings,80,127085,127085,6912
6/1/2019,92563,Riverside County,82811,window,50,121519,121519,6552
6/1/2019,95337,San Joaquin County,82788,drywall work,35,103772,103772,6583
6/1/2019,94590,Solano County,82921,landscape,35,71632,71632,6658
6/1/2019,95471,Sonoma County,81447,exterior siding,99,75678,75678,6663
6/1/2019,95471,Sonoma County,83029,hvac,99,75678,75678,6663
6/1/2019,91765,Los Angeles County,81488,interior & exterior painting,35,124435,124435,6611
6/1/2019,95020,Santa Clara County,81821,flooring,78,136348,136348,7118
6/1/2019,94590,Solano County,82906,electrical work,35,71632,71632,6658
6/1/2019,94590,Solano County,82918,flooring,37,71632,71632,6658
6/1/2019,91765,Los Angeles County,83124,interior painting,35,124435,124435,6611
6/1/2019,95337,San Joaquin County,81733,blank template,35,103772,103772,6583
6/1/2019,90606,Los Angeles County,81520,electrical work,35,87908,87908,6611
6/1/2019,94590,Solano County,82905,drywall work,35,71632,71632,6658
6/1/2019,91765,Los Angeles County,83123,flooring,35,124435,124435,6611
6/1/2019,92653,Orange County,82298,tiling,50,155769,155769,6851
5/1/2021,90220,Los Angeles County,136980,flooring,40,71566,71566,7298
5/1/2021,95240,San Joaquin County,135827,interior painting,65,73487,73487,7268
5/1/2021,95120,Santa Clara County,137805,roofing,88,243160,243160,7858
5/1/2021,94941,Marin County,136125,tree service,75,246206,246206,7861
5/1/2021,94703,Alameda County,137824,interior painting,85,127085,127085,7630
5/1/2021,95240,San Joaquin County,137476,doors & casings,65,73487,73487,7268
5/1/2021,92394,San Bernardino County,137024,electrical work,45,94001,94001,7135
5/1/2021,95240,San Joaquin County,135825,laundry room,65,73487,73487,7268
5/1/2021,95337,San Joaquin County,135707,flooring,65,103772,103772,7268
5/1/2021,90606,Los Angeles County,137669,interior painting,35,87908,87908,7298
5/1/2021,94010,San Mateo County,135694,blank template,65,264264,264264,8172
5/1/2021,92394,San Bernardino County,137025,hvac,45,94001,94001,7135
5/1/2021,95120,Santa Clara County,137761,foundation & retaining wall,75,243160,243160,7858
5/1/2021,95240,San Joaquin County,135824,doors & casings,65,73487,73487,7268
5/1/2021,95337,San Joaquin County,135198,foundation settlement repair,35,103772,103772,7268
5/1/2021,95747,Placer County,135939,exterior siding,75,130719,130719,7398
5/1/2021,92117,San Diego County,137433,deck | patio,35,109276,109276,7403
5/1/2021,91765,Los Angeles County,135352,flooring,40,124435,124435,7298
5/1/2021,95747,Placer County,137714,deck | patio,50,130719,130719,7398
5/1/2021,92653,Orange County,135276,doors & casings,125,155769,155769,7563
5/1/2021,95973,Butte County,136532,electrical work,60,100204,100204,7164
5/1/2021,95120,Santa Clara County,137763,plumbing work,75,243160,243160,7858
5/1/2021,94703,Alameda County,136370,exterior stairs,75,127085,127085,7630
5/1/2021,95120,Santa Clara County,137810,flooring,75,243160,243160,7858
5/1/2021,92653,Orange County,135267,drywall work,115,155769,155769,7563
5/1/2021,95120,Santa Clara County,137800,doors & casings,92,243160,243160,7858
5/1/2021,95337,San Joaquin County,137132,exterior siding,65,103772,103772,7268
5/1/2021,95240,San Joaquin County,134994,exterior siding,65,73487,73487,7268
5/1/2021,94703,Alameda County,135556,window,85,127085,127085,7630
5/1/2021,92806,Orange County,135963,interior and exterior lights,57,98413,98413,7563
5/1/2021,95258,San Joaquin County,134558,exterior painting,65,117035,117035,7268
5/1/2021,95240,San Joaquin County,137468,hvac,65,73487,73487,7268
5/1/2021,95240,San Joaquin County,135821,flooring,65,73487,73487,7268
5/1/2021,92806,Orange County,135964,interior painting,46,98413,98413,7563
5/1/2021,92394,San Bernardino County,136377,exterior painting,45,94001,94001,7135
5/1/2021,95337,San Joaquin County,136039,plumbing work,35,103772,103772,7268
5/1/2021,95240,San Joaquin County,137475,electrical work,65,73487,73487,7268
5/1/2021,94941,Marin County,136126,landscape,75,246206,246206,7861
5/1/2021,95120,Santa Clara County,137812,tiling,75,243160,243160,7858
5/1/2021,95747,Placer County,136038,design & permit service,75,130719,130719,7398
5/1/2021,92563,Riverside County,135443,hvac,50,121519,121519,7234
5/1/2021,95337,San Joaquin County,136040,flooring,65,103772,103772,7268
5/1/2021,92394,San Bernardino County,137021,plumbing work,40,94001,94001,7135
5/1/2021,92117,San Diego County,137448,pergolas or gazebos,35,109276,109276,7403
5/1/2021,90220,Los Angeles County,137168,flooring,40,71566,71566,7298
5/1/2021,90606,Los Angeles County,135232,drywall work,35,87908,87908,7298
5/1/2021,92117,San Diego County,136741,flooring,35,109276,109276,7403
5/1/2021,90606,Los Angeles County,135234,interior painting,35,87908,87908,7298
5/1/2021,92117,San Diego County,136495,blank template,55,109276,109276,7403
5/1/2021,92653,Orange County,135268,flooring,106,155769,155769,7563
5/1/2021,90703,Los Angeles County,136028,drywall work,50,134381,134381,7298
5/1/2021,94010,San Mateo County,137743,flooring,50,264264,264264,8172
5/1/2021,90220,Los Angeles County,136979,interior painting,40,71566,71566,7298
5/1/2021,92653,Orange County,135270,interior painting,88,155769,155769,7563
5/1/2021,95747,Placer County,136936,design & permit service,60,130719,130719,7398
5/1/2021,95120,Santa Clara County,137799,exterior siding,75,243160,243160,7858
5/1/2021,92081,San Diego County,135555,doors & casings,75,99684,99684,7403
5/1/2021,94010,San Mateo County,137328,electrical work,50,264264,264264,8172
5/1/2021,95337,San Joaquin County,135454,acoustic panel ceiling tile,33,103772,103772,7268
5/1/2021,95240,San Joaquin County,137478,flooring,65,73487,73487,7268
5/1/2021,94010,San Mateo County,135118,blank template,75,264264,264264,8172
5/1/2021,94010,San Mateo County,136671,blank template,65,264264,264264,8172
5/1/2021,95337,San Joaquin County,135288,flooring,65,103772,103772,7268
5/1/2021,95747,Placer County,137782,deck | patio,35,130719,130719,7398
5/1/2021,95747,Placer County,135976,exterior siding,75,130719,130719,7398
5/1/2021,95603,Placer County,135112,flooring,60,98616,98616,7398
5/1/2021,95240,San Joaquin County,137467,flooring,65,73487,73487,7268
5/1/2021,94703,Alameda County,137821,exterior siding,85,127085,127085,7630
5/1/2021,92806,Orange County,136201,flooring,50,98413,98413,7563
5/1/2021,95973,Butte County,136476,plumbing work,60,100204,100204,7164
5/1/2021,95973,Butte County,136485,drywall work,55,100204,100204,7164
5/1/2021,92394,San Bernardino County,135001,hvac,45,94001,94001,7135
5/1/2021,95120,Santa Clara County,137792,electrical work,75,243160,243160,7858
5/1/2021,91765,Los Angeles County,135255,interior painting,40,124435,124435,7298
5/1/2021,94941,Marin County,136131,site preparation & maintenance,75,246206,246206,7861
5/1/2021,94010,San Mateo County,137330,landscape,50,264264,264264,8172
5/1/2021,92117,San Diego County,136729,interior painting,35,109276,109276,7403
5/1/2021,95337,San Joaquin County,136041,flooring,65,103772,103772,7268
5/1/2021,95747,Placer County,136935,exterior siding,60,130719,130719,7398
5/1/2021,90220,Los Angeles County,136981,electrical work,40,71566,71566,7298
5/1/2021,92117,San Diego County,137206,doors & casings,35,109276,109276,7403
5/1/2021,95973,Butte County,136486,interior & exterior painting,55,100204,100204,7164
5/1/2021,94010,San Mateo County,136688,blank template,65,264264,264264,8172
5/1/2021,92081,San Diego County,135553,doors & casings,75,99684,99684,7403
5/1/2021,92394,San Bernardino County,137022,flooring,40,94001,94001,7135
5/1/2021,95240,San Joaquin County,137466,interior painting,65,73487,73487,7268
5/1/2021,95337,San Joaquin County,135516,site preparation & maintenance,35,103772,103772,7268
5/1/2021,95973,Butte County,136477,doors & casings,55,100204,100204,7164
5/1/2021,95337,San Joaquin County,136751,plumbing work,120,103772,103772,7268
5/1/2021,95240,San Joaquin County,135828,drywall work,65,73487,73487,7268
5/1/2021,92117,San Diego County,137228,plumbing work,35,109276,109276,7403
5/1/2021,95337,San Joaquin County,135706,drywall work,65,103772,103772,7268
5/1/2021,94703,Alameda County,137698,exterior siding,75,127085,127085,7630
5/1/2021,95337,San Joaquin County,135517,new home or addition,35,103772,103772,7268
5/1/2021,94703,Alameda County,135561,fence and gate,60,127085,127085,7630
5/1/2021,92117,San Diego County,137447,deck | patio,35,109276,109276,7403
5/1/2021,94941,Marin County,136130,deck | patio,75,246206,246206,7861
5/1/2021,91765,Los Angeles County,135353,interior painting,40,124435,124435,7298
5/1/2021,95258,San Joaquin County,137019,blank template,35,117035,117035,7268
5/1/2021,95240,San Joaquin County,134827,flooring,65,73487,73487,7268
5/1/2021,92394,San Bernardino County,137026,interior painting,35,94001,94001,7135
5/1/2021,90220,Los Angeles County,135123,powder room,40,71566,71566,7298
5/1/2021,94703,Alameda County,137822,exterior siding,85,127085,127085,7630
5/1/2021,92394,San Bernardino County,134932,interior painting,50,94001,94001,7135
5/1/2021,94010,San Mateo County,135390,blank template,50,264264,264264,8172
5/1/2021,94941,Marin County,136123,doors & casings,75,246206,246206,7861
5/1/2021,95337,San Joaquin County,135197,design & permit service,35,103772,103772,7268
5/1/2021,92117,San Diego County,136725,drywall work,35,109276,109276,7403
5/1/2021,94941,Marin County,136124,exterior siding,75,246206,246206,7861
5/1/2021,95337,San Joaquin County,135455,flooring,65,103772,103772,7268
5/1/2021,95240,San Joaquin County,137474,drywall work,65,73487,73487,7268
5/1/2021,95337,San Joaquin County,135581,flooring,35,103772,103772,7268
5/1/2020,95471,Sonoma County,101299,drywall work,99,75678,75678,6795
5/1/2020,95240,San Joaquin County,102643,design & permit service,65,73487,73487,6713
5/1/2020,94121,San Francisco County,102578,exterior siding,95,149569,149569,8041
5/1/2020,92806,Orange County,102847,interior painting,47,98413,98413,6987
5/1/2020,95973,Butte County,101590,exterior painting,50,100204,100204,6618
5/1/2020,92117,San Diego County,102358,deck | patio,35,109276,109276,6838
5/1/2020,95603,Placer County,103133,exterior siding,60,98616,98616,6834
5/1/2020,95471,Sonoma County,101261,site preparation & maintenance,99,75678,75678,6795
5/1/2020,92081,San Diego County,103076,fireplace,75,99684,99684,6838
5/1/2020,95471,Sonoma County,101263,doors & casings,99,75678,75678,6795
5/1/2020,94941,Marin County,101642,window,75,246206,246206,7261
5/1/2020,92563,Riverside County,102313,landscape,50,121519,121519,6682
5/1/2020,92806,Orange County,102843,powder room,47,98413,98413,6987
5/1/2020,94941,Marin County,101639,flooring,75,246206,246206,7261
5/1/2020,95973,Butte County,101494,deck | patio,50,100204,100204,6618
5/1/2020,94553,Contra Costa County,102137,doors & casings,50,128626,128626,7072
5/1/2020,95973,Butte County,101589,roofing,50,100204,100204,6618
5/1/2020,95240,San Joaquin County,102467,interior painting,65,73487,73487,6713
5/1/2020,95240,San Joaquin County,101909,insulation,65,73487,73487,6713
5/1/2020,95471,Sonoma County,101264,electrical work,99,75678,75678,6795
5/1/2020,92563,Riverside County,102311,tree service,50,121519,121519,6682
5/1/2020,94941,Marin County,101635,site preparation & maintenance,75,246206,246206,7261
5/1/2020,90249,Los Angeles County,102037,mechanical,36,82585,82585,6741
5/1/2020,95240,San Joaquin County,102468,roofing,65,73487,73487,6713
5/1/2020,92394,San Bernardino County,102697,tree service,33,94001,94001,6591
5/1/2020,95973,Butte County,101322,insulation,50,100204,100204,6618
5/1/2020,94553,Contra Costa County,101984,exterior siding,50,128626,128626,7072
5/1/2020,92117,San Diego County,102996,deck | patio,35,109276,109276,6838
5/1/2020,90606,Los Angeles County,101507,flooring,35,87908,87908,6741
5/1/2020,92394,San Bernardino County,102094,electrical work,45,94001,94001,6591
5/1/2020,92806,Orange County,102846,doors & casings,47,98413,98413,6987
5/1/2020,95471,Sonoma County,101721,interior painting,99,75678,75678,6795
5/1/2020,95973,Butte County,101426,deck | patio,50,100204,100204,6618
5/1/2020,94703,Alameda County,102860,deck | patio,85,127085,127085,7048
5/1/2020,94121,San Francisco County,102577,window,95,149569,149569,8041
5/1/2020,95240,San Joaquin County,102470,exterior siding,65,73487,73487,6713
5/1/2020,92806,Orange County,102844,flooring,48,98413,98413,6987
5/1/2020,95471,Sonoma County,101265,plumbing work,99,75678,75678,6795
5/1/2020,92806,Orange County,102559,electrical work,47,98413,98413,6987
5/1/2020,94553,Contra Costa County,102136,doors & casings,50,128626,128626,7072
5/1/2020,90249,Los Angeles County,102033,insulation,36,82585,82585,6741
5/1/2020,95973,Butte County,101428,landscape,50,100204,100204,6618
5/1/2020,95337,San Joaquin County,101708,roofing,35,103772,103772,6713
5/1/2020,95471,Sonoma County,105497,insulation,99,75678,75678,6795
5/1/2020,92563,Riverside County,102309,foundation & retaining wall,50,121519,121519,6682
5/1/2020,92563,Riverside County,102222,flooring,50,121519,121519,6682
5/1/2020,95258,San Joaquin County,102203,deck | patio,65,117035,117035,6713
5/1/2020,95973,Butte County,101321,insulation,50,100204,100204,6618
5/1/2020,95603,Placer County,101961,deck | patio,60,98616,98616,6834
5/1/2020,92563,Riverside County,102312,pergolas or gazebos,50,121519,121519,6682
5/1/2020,95973,Butte County,101348,deck | patio,50,100204,100204,6618
5/1/2020,92563,Riverside County,102125,paving work,50,121519,121519,6682
5/1/2020,94941,Marin County,101641,interior & exterior painting,75,246206,246206,7261
5/1/2020,95337,San Joaquin County,101709,new home or addition,35,103772,103772,6713
5/1/2020,95603,Placer County,103134,drywall work,60,98616,98616,6834
5/1/2020,92117,San Diego County,102349,deck | patio,35,109276,109276,6838
5/1/2020,94941,Marin County,101637,drywall work,75,246206,246206,7261
5/1/2020,92394,San Bernardino County,102097,plumbing work,45,94001,94001,6591
5/1/2020,95471,Sonoma County,101716,electrical work,99,75678,75678,6795
5/1/2020,92117,San Diego County,102354,deck | patio,51,109276,109276,6838
5/1/2020,92806,Orange County,102558,interior painting,47,98413,98413,6987
5/1/2020,94706,Alameda County,102253,exterior siding,65,138386,138386,7048
5/1/2020,94941,Marin County,101640,landscape,75,246206,246206,7261
5/1/2020,95471,Sonoma County,101715,drywall work,99,75678,75678,6795
5/1/2020,95471,Sonoma County,101266,interior painting,99,75678,75678,6795
5/1/2020,95603,Placer County,101963,fence and gate,60,98616,98616,6834
5/1/2020,94103,San Francisco County,101278,deck | patio,80,131159,131159,8041
5/1/2020,95471,Sonoma County,101719,flooring,99,75678,75678,6795
5/1/2020,95240,San Joaquin County,102469,flooring,65,73487,73487,6713
5/1/2020,92563,Riverside County,101385,new home or addition,50,121519,121519,6682
5/1/2019,95361,Stanislaus County,80631,flooring,85,100728,100728,6480
5/1/2019,95361,Stanislaus County,80637,drywall work,85,100728,100728,6480
5/1/2019,95337,San Joaquin County,79963,design & permit service,35,103772,103772,6576
5/1/2019,95603,Placer County,80196,electrical work,60,98616,98616,6694
5/1/2019,94590,Solano County,80679,doors & casings,37,71632,71632,6651
5/1/2019,95337,San Joaquin County,79836,laundry room,35,103772,103772,6576
5/1/2019,90606,Los Angeles County,79892,interior painting,35,87908,87908,6603
5/1/2019,94590,Solano County,80304,interior painting,35,71632,71632,6651
5/1/2019,92653,Orange County,79383,flooring,50,155769,155769,6844
5/1/2019,90606,Los Angeles County,81178,flooring,35,87908,87908,6603
5/1/2019,95337,San Joaquin County,81066,blank template,35,103772,103772,6576
5/1/2019,90040,Los Angeles County,79793,drywall work,50,69829,69829,6603
5/1/2019,95337,San Joaquin County,79969,window,35,103772,103772,6576
5/1/2019,95337,San Joaquin County,79833,powder room,35,103772,103772,6576
5/1/2019,95337,San Joaquin County,81065,powder room,35,103772,103772,6576
5/1/2019,92117,San Diego County,79807,deck | patio,35,109276,109276,6698
5/1/2019,92081,San Diego County,80925,new home or addition,75,99684,99684,6698
5/1/2019,90249,Los Angeles County,80509,interior painting,48,82585,82585,6603
5/1/2019,94703,Alameda County,80475,drywall work,60,127085,127085,6904
5/1/2019,94590,Solano County,80291,window,37,71632,71632,6651
5/1/2019,90220,Los Angeles County,80759,plumbing work,40,71566,71566,6603
5/1/2019,92653,Orange County,79608,drywall work,59,155769,155769,6844
5/1/2019,90606,Los Angeles County,81168,hvac,35,87908,87908,6603
5/1/2019,92653,Orange County,79609,electrical work,68,155769,155769,6844
5/1/2019,92081,San Diego County,80655,fireplace,71,99684,99684,6698
5/1/2019,95337,San Joaquin County,79835,flooring,35,103772,103772,6576
5/1/2019,94590,Solano County,80675,electrical work,35,71632,71632,6651
5/1/2019,95337,San Joaquin County,81204,blank template,35,103772,103772,6576
5/1/2019,95337,San Joaquin County,79967,doors & casings,35,103772,103772,6576
5/1/2019,90249,Los Angeles County,80508,flooring,60,82585,82585,6603
5/1/2019,94590,Solano County,80676,interior and exterior lights,35,71632,71632,6651
5/1/2019,91765,Los Angeles County,80275,fireplace,35,124435,124435,6603
5/1/2019,92081,San Diego County,80971,flooring,75,99684,99684,6698
5/1/2019,92081,San Diego County,80968,deck | patio,75,99684,99684,6698
5/1/2019,94010,San Mateo County,80691,flooring,50,264264,264264,7395
